,StorageLevel,Inflow,Outflow,Precipitation,AvgTemp,SnowDepth,Snowfall,Precip_7d_sum,Precip_30d_sum,Temp_7d_avg,SnowDepth_30d_avg,Snowfall_7d_sum,Month,Forecast_Precip_7d_sum,Forecast_Temp_7d_avg,Forecast_1M_Precip_Below,Forecast_1M_Precip_Normal,Forecast_1M_Precip_Above,Forecast_1M_Temp_Below,Forecast_1M_Temp_Normal,Forecast_1M_Temp_Above
2011-10-12,238.82,7.98,14.52,0.0,12.4,0.0,0.0,44.0,267.0,12.97142857142857,0.0,0.0,10,49.0,13.985714285714284,16,49,35,7,28,65
2011-10-13,238.34,7.11,14.48,0.0,14.6,0.0,0.0,10.0,267.0,12.985714285714284,0.0,0.0,10,49.0,13.385714285714284,27,45,28,21,24,55
2011-10-14,237.8,6.58,14.42,6.0,14.5,0.0,0.0,6.5,270.0,13.228571428571428,0.0,0.0,10,43.5,13.242857142857142,51,28,21,13,30,57
2011-10-15,237.71,19.41,14.41,10.0,17.7,0.0,0.0,16.5,280.0,14.157142857142857,0.0,0.0,10,47.0,13.157142857142857,68,19,13,11,34,55
2011-10-16,238.61,34.5,18.5,31.0,16.9,0.0,0.0,47.5,311.0,14.871428571428568,0.0,0.0,10,16.0,13.385714285714284,58,22,20,23,53,24
2011-10-17,238.91,16.43,19.9,2.0,14.3,0.0,0.0,49.0,311.0,14.757142857142854,0.0,0.0,10,14.5,13.028571428571427,64,25,11,20,46,34
2011-10-18,238.49,11.54,18.48,0.0,11.3,0.0,0.0,49.0,311.0,14.528571428571427,0.0,0.0,10,16.0,13.199999999999998,62,23,15,21,50,29
2011-10-19,238.11,10.08,15.1,0.0,8.6,0.0,0.0,49.0,300.0,13.985714285714284,0.0,0.0,10,16.0,13.442857142857141,60,27,13,15,54,31
2011-10-20,237.7,8.81,15.06,0.0,10.4,0.0,0.0,49.0,224.5,13.385714285714284,0.0,0.0,10,16.0,13.47142857142857,54,22,24,20,45,35
2011-10-21,237.21,7.92,15.37,0.5,13.5,0.0,0.0,43.5,130.5,13.242857142857142,0.0,0.0,10,15.5,12.899999999999997,50,30,20,11,51,38
2011-10-22,236.71,10.79,14.32,13.5,17.1,0.0,0.0,47.0,132.5,13.157142857142857,0.0,0.0,10,2.0,12.07142857142857,50,29,21,12,62,26
2011-10-23,236.65,10.49,11.4,0.0,18.5,0.0,0.0,16.0,132.5,13.385714285714284,0.0,0.0,10,2.0,11.014285714285714,60,30,10,30,48,22
2011-10-24,236.51,9.15,11.37,0.5,11.8,0.0,0.0,14.5,133.0,13.028571428571427,0.0,0.0,10,3.5,11.185714285714283,60,31,9,57,29,14
2011-10-25,236.35,9.52,11.36,1.5,12.5,0.0,0.0,16.0,134.5,13.199999999999998,0.0,0.0,10,2.0,10.842857142857142,56,32,12,55,23,22
2011-10-26,236.2,8.99,11.34,0.0,10.3,0.0,0.0,16.0,134.5,13.442857142857141,0.0,0.0,10,2.0,10.828571428571427,64,20,16,56,29,15
2011-10-27,236.03,8.71,9.88,0.0,10.6,0.0,0.0,16.0,134.5,13.47142857142857,0.0,0.0,10,2.0,11.228571428571426,59,32,9,57,27,16
2011-10-28,236.02,8.84,8.98,0.0,9.5,0.0,0.0,15.5,134.5,12.899999999999997,0.0,0.0,10,2.0,11.44285714285714,68,27,5,52,32,16
2011-10-29,235.99,8.37,8.99,0.0,11.3,0.0,0.0,2.0,134.5,12.07142857142857,0.0,0.0,10,3.0,11.442857142857141,57,25,18,61,30,9
2011-10-30,235.93,8.24,8.99,0.0,11.1,0.0,0.0,2.0,132.0,11.014285714285714,0.0,0.0,10,5.0,11.628571428571428,55,24,21,59,26,15
2011-10-31,235.86,7.98,8.98,2.0,13.0,0.0,0.0,3.5,134.0,11.185714285714283,0.0,0.0,10,13.0,11.528571428571425,59,22,19,68,16,16
2011-11-01,235.76,7.47,8.97,0.0,10.1,0.0,0.0,2.0,133.0,10.842857142857142,0.0,0.0,11,13.0,11.357142857142856,69,22,9,18,17,65
2011-11-02,235.62,7.09,8.97,0.0,10.2,0.0,0.0,2.0,132.5,10.828571428571427,0.0,0.0,11,13.0,10.671428571428569,72,18,10,12,33,55
2011-11-03,235.47,6.96,8.96,0.0,13.4,0.0,0.0,2.0,132.5,11.228571428571426,0.0,0.0,11,13.0,9.542857142857143,59,31,10,13,22,65
2011-11-04,235.3,6.7,8.95,0.0,11.0,0.0,0.0,2.0,110.99999999999999,11.44285714285714,0.0,0.0,11,15.0,8.785714285714285,69,19,12,15,19,66
2011-11-05,235.1,6.31,8.94,1.0,11.3,0.0,0.0,3.0,77.99999999999999,11.442857142857141,0.0,0.0,11,14.0,8.714285714285712,60,20,20,24,22,54
2011-11-06,234.9,6.59,8.48,2.0,12.4,0.0,0.0,5.0,70.49999999999999,11.628571428571428,0.0,0.0,11,16.0,8.499999999999998,67,25,8,13,24,63
2011-11-07,234.89,8.69,7.63,10.0,12.3,0.0,0.0,13.0,80.49999999999999,11.528571428571425,0.0,0.0,11,8.0,7.999999999999998,74,20,6,6,30,64
2011-11-08,234.9,6.8,7.63,0.0,8.9,0.0,0.0,13.0,80.49999999999999,11.357142857142856,0.0,0.0,11,14.0,7.47142857142857,58,18,24,18,24,58
2011-11-09,234.8,6.2,7.61,0.0,5.4,0.0,0.0,13.0,79.99999999999999,10.671428571428569,0.0,0.0,11,15.5,7.285714285714285,55,26,19,12,18,70
2011-11-10,234.71,6.6,6.72,0.0,5.5,0.0,0.0,13.0,79.99999999999999,9.542857142857143,0.0,0.0,11,15.5,7.1428571428571415,55,27,18,19,29,52
2011-11-11,234.75,6.76,6.17,2.0,5.7,0.0,0.0,15.0,81.99999999999999,8.785714285714285,0.0,0.0,11,13.5,7.028571428571427,62,31,7,22,24,54
2011-11-12,234.81,6.77,6.18,0.0,10.8,0.0,0.0,14.0,81.99999999999999,8.714285714285712,0.0,0.0,11,15.0,6.7714285714285705,58,28,14,14,61,25
2011-11-13,234.87,7.23,6.18,4.0,10.9,0.0,0.0,16.0,79.99999999999999,8.499999999999998,0.0,0.0,11,12.0,6.742857142857141,56,23,21,22,56,22
2011-11-14,235.0,7.75,6.18,2.0,8.8,0.0,0.0,8.0,71.99999999999999,7.999999999999998,0.0,0.0,11,15.5,5.657142857142856,61,19,20,15,55,30
2011-11-15,235.09,7.3,6.18,6.0,5.2,0.0,0.0,14.0,46.999999999999986,7.47142857142857,0.0,0.0,11,9.5,5.299999999999998,66,22,12,17,59,24
2011-11-16,235.2,7.4,6.15,1.5,4.1,0.0,0.0,15.5,46.499999999999986,7.285714285714285,0.0,0.0,11,8.0,5.499999999999998,48,30,22,11,66,23
2011-11-17,235.31,7.64,6.14,0.0,4.5,0.0,0.0,15.5,46.499999999999986,7.1428571428571415,0.0,0.0,11,11.0,5.471428571428569,54,25,21,22,48,30
2011-11-18,235.41,7.26,6.14,0.0,4.9,0.0,0.0,13.5,46.499999999999986,7.028571428571427,0.0,0.0,11,12.5,5.17142857142857,58,35,7,20,53,27
2011-11-19,235.5,7.54,6.16,1.5,9.0,0.0,0.0,15.0,47.999999999999986,6.7714285714285705,0.0,0.0,11,11.0,4.471428571428569,64,19,17,22,49,29
2011-11-20,235.67,8.8,6.17,1.0,10.7,0.0,0.0,12.0,48.499999999999986,6.742857142857141,0.0,0.0,11,10.0,3.8285714285714265,56,25,19,65,25,10
2011-11-21,235.87,8.65,6.15,5.5,1.2,0.0,0.0,15.5,40.499999999999986,5.657142857142856,0.0,0.0,11,4.5,4.928571428571426,51,32,17,55,30,15
2011-11-22,236.06,8.23,6.16,0.0,2.7,0.0,0.0,9.5,40.499999999999986,5.299999999999998,0.0,0.0,11,4.5,5.957142857142855,56,28,16,65,19,16
2011-11-23,236.21,8.13,6.17,0.0,5.5,0.0,0.0,8.0,39.999999999999986,5.499999999999998,0.0,0.0,11,5.0,6.028571428571426,66,27,7,57,18,25
2011-11-24,236.39,10.75,10.88,3.0,4.3,0.0,0.0,11.0,41.499999999999986,5.471428571428569,0.0,0.0,11,2.0,5.6999999999999975,59,33,8,64,18,18
2011-11-25,236.05,9.51,12.13,1.5,2.8,0.0,0.0,12.5,42.999999999999986,5.17142857142857,0.0,0.0,11,0.5,5.5714285714285685,59,30,11,57,26,17
2011-11-26,236.1,9.11,8.32,0.0,4.1,0.0,0.0,11.0,42.999999999999986,4.471428571428569,0.0,0.0,11,22.5,6.028571428571427,62,23,15,62,22,16
2011-11-27,236.13,8.57,8.32,0.0,6.2,0.0,0.0,10.0,42.999999999999986,3.8285714285714265,0.0,0.0,11,31.0,5.971428571428569,71,20,9,62,15,23
2011-11-28,236.21,9.92,9.13,0.0,8.9,0.0,0.0,4.5,42.999999999999986,4.928571428571426,0.0,0.0,11,32.5,5.057142857142855,54,30,16,57,33,10
2011-11-29,236.16,8.95,10.39,0.0,9.9,0.0,0.0,4.5,42.999999999999986,5.957142857142855,0.0,0.0,11,32.5,4.157142857142856,65,19,16,50,29,21
2011-11-30,236.02,8.19,10.38,0.5,6.0,0.0,0.0,5.0,41.499999999999986,6.028571428571426,0.0,0.0,11,32.0,3.785714285714284,11,62,27,72,21,7
2011-12-01,235.81,7.35,10.35,0.0,2.0,0.0,0.0,2.0,41.499999999999986,5.6999999999999975,0.0,0.0,12,32.0,3.7571428571428553,63,29,8,20,52,28
2011-12-02,235.56,6.91,9.41,0.0,1.9,0.0,0.0,0.5,41.499999999999986,5.5714285714285685,0.0,0.0,12,33.0,3.3857142857142835,67,27,6,27,55,18
2011-12-03,235.67,18.0,10.19,22.0,7.3,0.0,0.0,22.5,63.499999999999986,6.028571428571427,0.0,0.0,12,12.0,2.3428571428571408,56,29,15,18,48,34
2011-12-04,236.43,25.49,18.82,8.5,5.8,0.0,0.0,31.0,71.99999999999999,5.971428571428569,0.0,0.0,12,6.5,1.7428571428571409,72,17,11,16,50,34
2011-12-05,236.47,13.86,18.83,1.5,2.5,0.0,0.0,32.5,72.49999999999999,5.057142857142855,0.0,0.0,12,6.5,1.6428571428571408,59,19,22,21,55,24
2011-12-06,236.06,11.33,13.55,0.0,3.6,0.0,0.0,32.5,70.49999999999999,4.157142857142856,0.0,0.0,12,6.5,1.3714285714285694,61,22,17,19,51,30
2011-12-07,236.1,10.58,10.06,0.0,3.4,0.0,0.0,32.0,60.499999999999986,3.785714285714284,0.0,0.0,12,6.5,1.0142857142857122,57,27,16,28,47,25
2011-12-08,236.08,9.14,10.05,0.0,1.8,0.0,0.0,32.0,60.499999999999986,3.7571428571428553,0.0,0.0,12,10.0,1.1857142857142837,66,17,17,14,52,34
2011-12-09,235.97,8.27,10.04,1.0,-0.7,0.0,0.0,33.0,61.499999999999986,3.3857142857142835,0.0,0.0,12,11.0,0.9714285714285692,73,20,7,57,19,24
2011-12-10,235.81,7.9,10.03,1.0,0.0,0.0,0.0,12.0,62.499999999999986,2.3428571428571408,0.0,0.0,12,12.0,0.7857142857142836,50,27,23,64,16,20
2011-12-11,235.63,7.77,10.02,3.0,1.6,0.0,0.0,6.5,63.499999999999986,1.7428571428571409,0.0,0.0,12,12.5,0.4999999999999979,55,22,23,64,21,15
2011-12-12,235.43,7.01,10.01,1.5,1.8,0.0,0.0,6.5,64.99999999999999,1.6428571428571408,0.0,0.0,12,13.0,0.02857142857142647,66,23,11,65,27,8
2011-12-13,235.23,7.42,8.8,0.0,1.7,0.0,0.0,6.5,60.999999999999986,1.3714285714285694,0.0,0.0,12,14.5,-0.4714285714285736,63,17,20,65,25,10
2011-12-14,235.18,7.38,8.0,0.0,0.9,0.0,0.0,6.5,58.999999999999986,1.0142857142857122,0.0,0.0,12,20.5,-0.8142857142857165,64,30,6,61,18,21
2011-12-15,235.26,11.76,8.01,3.5,3.0,0.0,0.0,10.0,56.499999999999986,1.1857142857142837,0.0,0.0,12,22.0,-1.242857142857145,67,27,6,66,18,16
2011-12-16,235.52,9.46,8.71,2.0,-2.2,2.0,2.0,11.0,56.999999999999986,0.9714285714285692,0.06666666666666667,2.0,12,24.5,-1.185714285714288,67,25,8,52,27,21
2011-12-17,235.47,7.98,9.1,2.0,-1.3,5.0,5.0,12.0,58.999999999999986,0.7857142857142836,0.23333333333333334,7.0,12,25.5,-1.2857142857142878,61,21,18,67,23,10
2011-12-18,235.35,7.33,9.09,3.5,-0.4,6.0,5.0,12.5,62.499999999999986,0.4999999999999979,0.43333333333333335,12.0,12,27.5,-1.685714285714288,70,22,8,67,28,5
2011-12-19,235.19,6.83,9.08,2.0,-1.5,5.0,5.0,13.0,62.999999999999986,0.02857142857142647,0.6,17.0,12,37.5,-1.8714285714285734,58,21,21,54,29,17
2011-12-20,235.06,7.66,7.79,1.5,-1.8,8.0,6.0,14.5,63.499999999999986,-0.4714285714285736,0.8666666666666667,23.0,12,40.5,-1.842857142857145,55,25,20,52,27,21
2011-12-21,235.13,8.05,7.04,6.0,-1.5,15.0,16.0,20.5,63.999999999999986,-0.8142857142857165,1.3666666666666667,39.0,12,34.5,-1.6714285714285737,59,20,21,63,23,14
2011-12-22,235.21,8.04,7.04,5.0,0.0,17.0,3.0,22.0,68.99999999999999,-1.242857142857145,1.9333333333333333,42.0,12,30.5,-1.9857142857142878,60,19,21,61,25,14
2011-12-23,235.29,7.67,7.05,4.5,-1.8,10.0,10.0,24.5,73.49999999999999,-1.185714285714288,2.2666666666666666,50.0,12,35.5,-1.9714285714285735,63,25,12,55,29,16
2011-12-24,235.31,7.29,7.04,3.0,-2.0,10.0,7.0,25.5,73.49999999999999,-1.2857142857142878,2.6,52.0,12,32.5,-1.800000000000002,53,34,13,60,35,5
2011-12-25,235.34,7.41,7.04,5.5,-3.2,17.0,9.0,27.5,77.49999999999999,-1.685714285714288,3.1666666666666665,56.0,12,27.0,-1.557142857142859,52,25,23,57,30,13
2011-12-26,235.37,7.29,7.04,12.0,-2.8,33.0,16.0,37.5,89.49999999999999,-1.8714285714285734,4.266666666666667,67.0,12,15.5,-1.042857142857145,61,21,18,65,20,15
2011-12-27,235.37,7.16,7.04,4.5,-1.6,29.0,7.0,40.5,93.99999999999999,-1.842857142857145,5.233333333333333,68.0,12,11.0,-0.8285714285714306,57,26,17,55,20,25
2011-12-28,235.36,6.67,7.04,0.0,-0.3,28.0,0.0,34.5,93.99999999999999,-1.6714285714285737,6.166666666666667,52.0,12,11.0,-1.0571428571428592,49,29,22,66,27,7
2011-12-29,235.33,6.67,7.04,1.0,-2.2,21.0,2.0,30.5,94.99999999999999,-1.9857142857142878,6.866666666666666,51.0,12,21.5,-1.0285714285714305,50,32,18,56,29,15
2011-12-30,235.31,6.79,7.04,9.5,-1.7,39.0,18.0,35.5,103.99999999999999,-1.9714285714285735,8.166666666666666,59.0,12,13.5,-0.9285714285714306,55,27,18,60,33,7
2011-12-31,235.28,6.42,7.04,0.0,-0.8,34.0,0.0,32.5,103.99999999999999,-1.800000000000002,9.3,52.0,12,13.5,-0.9714285714285733,63,29,8,64,19,17
2012-01-01,235.21,6.15,7.03,0.0,-1.5,26.0,0.0,27.0,103.99999999999999,-1.557142857142859,10.166666666666666,43.0,1,15.5,-1.0714285714285734,62,22,16,48,31,21
2012-01-02,235.14,6.29,7.03,0.5,0.8,21.0,2.0,15.5,82.49999999999999,-1.042857142857145,10.866666666666667,29.0,1,15.0,-1.4714285714285735,70,21,9,58,32,10
2012-01-03,235.08,6.02,7.03,0.0,-0.1,17.0,0.0,11.0,73.99999999999999,-0.8285714285714306,11.433333333333334,22.0,1,15.0,-1.5714285714285734,64,21,15,59,27,14
2012-01-04,235.0,6.1,6.71,0.0,-1.9,15.0,3.0,11.0,72.49999999999999,-1.0571428571428592,11.933333333333334,25.0,1,15.0,-1.8285714285714307,70,18,12,59,21,20
2012-01-05,235.04,7.08,5.97,11.5,-2.0,36.0,23.0,21.5,83.99999999999999,-1.0285714285714305,13.133333333333333,46.0,1,3.5,-2.1142857142857165,66,28,6,63,30,7
2012-01-06,235.11,6.59,5.97,1.5,-1.0,31.0,3.0,13.5,85.49999999999999,-0.9285714285714306,14.166666666666666,31.0,1,5.0,-2.3857142857142875,55,20,25,61,32,7
2012-01-07,235.16,6.59,5.97,0.0,-1.1,30.0,3.0,13.5,85.49999999999999,-0.9714285714285733,15.166666666666666,34.0,1,11.5,-2.7714285714285736,59,20,21,51,31,18
2012-01-08,235.2,6.48,5.97,2.0,-2.2,31.0,6.0,15.5,86.49999999999999,-1.0714285714285734,16.2,40.0,1,10.0,-2.8285714285714305,58,22,20,62,18,20
2012-01-09,235.23,6.22,5.98,0.0,-2.0,26.0,0.0,15.0,85.49999999999999,-1.4714285714285735,17.066666666666666,38.0,1,10.0,-2.857142857142859,62,22,16,63,28,9
2012-01-10,235.25,6.23,5.98,0.0,-0.8,24.0,2.0,15.0,82.49999999999999,-1.5714285714285734,17.866666666666667,40.0,1,10.0,-3.028571428571431,53,28,19,61,19,20
2012-01-11,235.27,6.1,5.97,0.0,-3.7,23.0,4.0,15.0,80.99999999999999,-1.8285714285714307,18.633333333333333,41.0,1,10.0,-2.4857142857142875,53,27,20,57,35,8
2012-01-12,235.27,5.94,5.94,0.0,-4.0,22.0,1.0,3.5,80.99999999999999,-2.1142857142857165,19.366666666666667,19.0,1,10.0,-1.8857142857142877,66,27,7,53,22,25
2012-01-13,235.29,6.26,5.89,3.0,-2.9,26.0,8.0,5.0,83.99999999999999,-2.3857142857142875,20.233333333333334,24.0,1,7.0,-1.500000000000002,62,18,20,53,33,14
2012-01-14,235.32,6.26,5.89,6.5,-3.8,37.0,13.0,11.5,86.99999999999999,-2.7714285714285736,21.466666666666665,34.0,1,11.5,-1.100000000000002,60,30,10,64,16,20
2012-01-15,235.34,6.14,5.89,0.5,-2.6,37.0,0.0,10.0,85.49999999999999,-2.8285714285714305,22.633333333333333,28.0,1,19.5,-0.6142857142857163,59,27,14,62,28,10
2012-01-16,235.35,5.76,5.89,0.0,-2.2,31.0,0.0,10.0,83.49999999999999,-2.857142857142859,23.5,28.0,1,19.5,-0.30000000000000204,48,31,21,59,34,7
2012-01-17,235.34,5.76,5.89,0.0,-2.0,28.0,0.0,10.0,79.99999999999999,-3.028571428571431,24.233333333333334,26.0,1,19.5,-0.5285714285714306,64,23,13,61,30,9
2012-01-18,235.33,5.78,5.9,0.0,0.1,25.0,1.0,10.0,77.99999999999999,-2.4857142857142875,24.9,23.0,1,19.5,-1.2714285714285736,63,31,6,57,24,19
2012-01-19,235.31,5.77,5.9,0.0,0.2,24.0,1.0,10.0,76.49999999999999,-1.8857142857142877,25.433333333333334,23.0,1,20.5,-2.1714285714285735,56,26,18,53,30,17
2012-01-20,235.29,5.51,5.89,0.0,-0.2,22.0,0.0,7.0,70.49999999999999,-1.500000000000002,25.666666666666668,15.0,1,24.0,-2.9285714285714306,64,20,16,62,23,15
2012-01-21,235.28,6.02,5.89,11.0,-1.0,37.0,18.0,11.5,76.49999999999999,-1.100000000000002,26.333333333333332,20.0,1,13.5,-3.6714285714285735,61,34,5,61,31,8
2012-01-22,235.31,6.15,5.9,8.5,0.8,45.0,8.0,19.5,80.49999999999999,-0.6142857142857163,27.5,28.0,1,9.0,-4.571428571428574,64,26,10,56,24,20
2012-01-23,235.31,5.9,5.9,0.0,0.0,34.0,0.0,19.5,77.49999999999999,-0.30000000000000204,28.3,28.0,1,14.5,-5.400000000000001,63,33,4,64,30,6
2012-01-24,235.29,5.51,5.89,0.0,-3.6,34.0,4.0,19.5,71.99999999999999,-0.5285714285714306,28.866666666666667,32.0,1,24.0,-5.614285714285716,58,25,17,57,37,6
2012-01-25,235.26,5.52,5.89,0.0,-5.1,36.0,2.0,19.5,59.999999999999986,-1.2714285714285736,28.966666666666665,33.0,1,32.0,-5.614285714285716,54,29,17,65,21,14
2012-01-26,235.23,5.39,5.89,1.0,-6.1,34.0,3.0,20.5,56.499999999999986,-2.1714285714285735,29.133333333333333,35.0,1,39.5,-5.357142857142859,25,51,24,62,31,7
2012-01-27,235.2,5.63,5.88,3.5,-5.5,39.0,5.0,24.0,59.999999999999986,-2.9285714285714306,29.5,40.0,1,37.0,-5.342857142857146,66,28,6,61,24,15
2012-01-28,235.16,5.31,5.93,0.5,-6.2,38.0,1.0,13.5,59.499999999999986,-3.6714285714285735,30.066666666666666,23.0,1,44.5,-5.057142857142859,71,23,6,56,20,24
2012-01-29,235.11,5.31,5.93,4.0,-5.5,45.0,10.0,9.0,53.999999999999986,-4.571428571428574,30.266666666666666,25.0,1,40.5,-4.514285714285717,63,31,6,66,23,11
2012-01-30,235.07,5.56,5.93,5.5,-5.8,55.0,15.0,14.5,59.499999999999986,-5.400000000000001,30.966666666666665,40.0,1,36.5,-3.9857142857142875,62,26,12,68,25,7
2012-01-31,235.04,5.43,5.93,9.5,-5.1,68.0,16.0,24.0,68.99999999999999,-5.614285714285716,32.36666666666667,52.0,1,27.5,-2.9285714285714306,55,23,22,59,18,23
2012-02-01,235.0,5.56,5.93,8.0,-5.1,69.0,8.0,32.0,76.49999999999999,-5.614285714285716,33.96666666666667,58.0,2,20.0,-2.6714285714285735,55,25,20,60,33,7
2012-02-02,234.97,5.57,5.93,8.5,-4.3,82.0,13.0,39.5,84.99999999999999,-5.357142857142859,36.13333333333333,68.0,2,13.0,-2.714285714285716,64,17,19,65,24,11
2012-02-03,234.94,5.33,5.92,1.0,-5.4,69.0,1.0,37.0,85.99999999999999,-5.342857142857146,37.93333333333333,64.0,2,12.0,-2.6857142857142877,60,26,14,67,21,12
2012-02-04,234.88,5.45,5.92,8.0,-4.2,78.0,14.0,44.5,82.49999999999999,-5.057142857142859,39.333333333333336,77.0,2,4.0,-2.7714285714285736,30,47,23,52,28,20
2012-02-05,234.83,4.99,5.93,0.0,-1.7,75.0,0.0,40.5,80.99999999999999,-4.514285714285717,40.8,67.0,2,9.0,-3.1571428571428592,14,58,28,62,28,10
2012-02-06,234.75,5.09,5.92,1.5,-2.1,61.0,0.0,36.5,82.49999999999999,-3.9857142857142875,41.833333333333336,52.0,2,7.5,-3.0285714285714307,24,46,30,56,28,16
2012-02-07,234.7,5.71,5.94,0.5,2.3,54.0,1.0,27.5,80.99999999999999,-2.9285714285714306,42.6,37.0,2,7.0,-3.485714285714288,23,47,30,56,24,20
2012-02-08,234.7,5.81,5.93,0.5,-3.3,50.0,2.0,20.0,81.49999999999999,-2.6714285714285735,43.4,31.0,2,6.5,-3.1142857142857165,30,40,30,60,17,23
2012-02-09,234.66,5.33,5.92,1.5,-4.6,51.0,4.0,13.0,82.99999999999999,-2.714285714285716,44.3,22.0,2,5.0,-2.9000000000000026,16,52,32,54,28,18
2012-02-10,234.61,5.21,5.92,0.0,-5.2,52.0,3.0,12.0,82.99999999999999,-2.6857142857142877,45.266666666666666,24.0,2,7.5,-2.8857142857142875,10,48,42,58,22,20
2012-02-11,234.54,4.97,6.03,0.0,-4.8,50.0,1.0,4.0,82.99999999999999,-2.7714285714285736,46.2,11.0,2,8.0,-2.9857142857142875,20,25,55,58,29,13
2012-02-12,234.44,5.03,6.21,5.0,-4.4,64.0,15.0,9.0,84.99999999999999,-3.1571428571428592,47.46666666666667,26.0,2,4.0,-3.1142857142857165,24,45,31,71,20,9
2012-02-13,234.32,4.55,6.21,0.0,-1.2,58.0,0.0,7.5,78.49999999999999,-3.0285714285714307,48.166666666666664,26.0,2,4.0,-3.2428571428571447,27,43,30,60,35,5
2012-02-14,234.18,4.67,6.21,0.0,-0.9,51.0,0.0,7.0,77.99999999999999,-3.485714285714288,48.63333333333333,25.0,2,6.0,-3.214285714285716,23,15,62,59,34,7
2012-02-15,234.05,4.67,6.2,0.0,-0.7,47.0,0.0,6.5,77.99999999999999,-3.1142857142857165,49.166666666666664,23.0,2,6.0,-3.4428571428571453,19,31,50,57,37,6
2012-02-16,233.92,4.62,6.19,0.0,-3.1,44.0,0.0,5.0,77.99999999999999,-2.9000000000000026,49.7,19.0,2,18.0,-2.900000000000002,8,34,58,65,22,13
2012-02-17,233.78,4.61,6.18,2.5,-5.1,51.0,8.0,7.5,80.49999999999999,-2.8857142857142875,50.56666666666667,24.0,2,15.5,-1.9857142857142875,12,30,58,69,20,11
2012-02-18,233.63,4.49,6.17,0.5,-5.5,48.0,3.0,8.0,80.99999999999999,-2.9857142857142875,51.36666666666667,26.0,2,26.5,-1.3571428571428592,12,27,61,62,21,17
2012-02-19,233.48,4.37,6.16,1.0,-5.3,52.0,5.0,4.0,81.99999999999999,-3.1142857142857165,52.36666666666667,16.0,2,25.5,-0.9285714285714306,22,19,59,58,22,20
2012-02-20,233.32,4.25,6.16,0.0,-2.1,48.0,1.0,4.0,70.99999999999999,-3.2428571428571447,52.733333333333334,17.0,2,25.5,-1.157142857142859,18,21,61,63,28,9
2012-02-21,233.15,4.37,6.16,2.0,-0.7,46.0,4.0,6.0,64.49999999999999,-3.214285714285716,52.766666666666666,21.0,2,23.5,-1.7142857142857164,17,19,64,70,19,11
2012-02-22,232.97,4.22,6.15,0.0,-2.3,42.0,0.0,6.0,64.49999999999999,-3.4428571428571453,53.03333333333333,21.0,2,23.5,-1.7857142857142876,9,35,56,64,15,21
2012-02-23,232.83,5.63,6.15,12.0,0.7,47.0,5.0,18.0,76.49999999999999,-2.900000000000002,53.46666666666667,26.0,2,11.5,-1.6000000000000019,15,18,67,54,27,19
2012-02-24,232.96,8.16,6.16,0.0,1.3,42.0,0.0,15.5,76.49999999999999,-1.9857142857142875,53.666666666666664,18.0,2,21.0,-1.842857142857145,13,30,57,56,38,6
2012-02-25,233.06,6.72,6.16,11.5,-1.1,51.0,13.0,26.5,86.99999999999999,-1.3571428571428592,54.233333333333334,28.0,2,10.0,-1.7714285714285734,16,30,54,10,56,34
2012-02-26,233.06,5.49,6.16,0.0,-2.3,50.0,0.0,25.5,83.49999999999999,-0.9285714285714306,54.6,23.0,2,10.0,-1.6000000000000019,17,25,58,18,46,36
2012-02-27,232.98,5.2,6.15,0.0,-3.7,47.0,1.0,25.5,82.99999999999999,-1.157142857142859,54.9,23.0,2,43.5,-1.1000000000000019,19,23,58,17,45,38
2012-02-28,232.86,4.79,6.14,0.0,-4.6,46.0,0.0,23.5,78.99999999999999,-1.7142857142857164,54.93333333333333,19.0,2,47.5,0.2142857142857124,15,28,57,10,67,23
2012-02-29,232.72,4.58,6.14,0.0,-2.8,45.0,0.0,23.5,73.49999999999999,-1.7857142857142876,54.6,19.0,2,51.0,1.1857142857142837,18,18,64,20,48,32
2012-03-01,232.57,4.9,6.15,0.0,2.0,44.0,0.0,11.5,63.999999999999986,-1.6000000000000019,53.8,14.0,3,51.0,1.0571428571428552,5,31,64,65,25,10
2012-03-02,232.52,5.93,6.14,9.5,-0.4,53.0,15.0,21.0,65.49999999999999,-1.842857142857145,53.266666666666666,29.0,3,45.0,1.385714285714284,21,21,58,60,25,15
2012-03-03,232.47,5.2,6.14,0.5,-0.6,54.0,1.0,10.0,57.499999999999986,-1.7714285714285734,52.333333333333336,17.0,3,53.5,1.5285714285714267,22,18,60,52,33,15
2012-03-04,232.35,4.67,6.13,0.0,-1.1,43.0,0.0,10.0,56.499999999999986,-1.6000000000000019,51.46666666666667,17.0,3,62.0,1.6714285714285695,7,22,71,53,25,22
2012-03-05,232.27,6.86,6.13,33.5,-0.2,57.0,17.0,43.5,81.99999999999999,-1.1000000000000019,50.766666666666666,33.0,3,34.5,1.5142857142857125,18,22,60,63,29,8
2012-03-06,233.27,28.54,6.18,4.0,4.6,48.0,0.0,47.5,85.99999999999999,0.2142857142857124,49.86666666666667,33.0,3,30.5,0.6999999999999981,11,18,71,64,17,19
2012-03-07,235.58,32.55,9.61,3.5,4.0,40.0,2.0,51.0,87.99999999999999,1.1857142857142837,49.166666666666664,35.0,3,27.0,0.057142857142855226,19,25,56,62,31,7
